"","Date","Location / Operator","Aircraft Type / Registration","Fatalities","year","month","day"
"785","28 Jul 1945","New York, New YorkMilitary - U.S. Army Air Forces","North American B-25D bomber43-0577","3/3(11)","1945","Jul","28"
"786","01 Aug 1945","Near San Luis Potosi, MexicoLineas Aereas Mineras","Boeing 247DXA-DUY","12/12(0)","1945","Aug","01"
"787","03 Aug 1945","Fort de France, MartiniquePan American World Airways","Sikorsky S-43 (flying boat)NC15066","4/14(0)","1945","Aug","03"
"788","11 Aug 1945","Ixtaccihuati, MexicoMexicana","Douglas DC-2-243XA-DOT","16/16(0)","1945","Aug","11"
"789","07 Sep 1945","Florence, South CarolinaEastern Air Lines","Douglas DC-3NC33631","22/22(0)","1945","Sep","07"
"790","11 Sep 1945","Near Milne Bay, New GuineaMilitary - Royal Australian Air Force","Douglas C-47AA6556","11/11(0)","1945","Sep","11"
"791","15 Sep 1945","Near Kansas, MissouriMilitary - U.S. Army Air Forces","Douglas C-47B-DK45-1011","23/24(0)","1945","Sep","15"
"792","18 Sep 1945","Puncak Jaya, Papua New GuineaMilitary - Royal Australian Air Force","Douglas C-47B-5-DKA65-61","29/29(0)","1945","Sep","18"
"793","28 Sep 1945","Near Chihkiang, ChinaMilitary - United States Army Air Force","Curtiss C-46D42-101183","20/20(0)","1945","Sep","28"
"794","05 Oct 1945","Elvetham, EnglandMilitary -Royal Air Force","Consolidated LB-40-A Liberator?","23/23(0)","1945","Oct","05"
"795","05 Oct 1945","Lakeland, FloridaNational Airlines","Lockheed 18 LodestarNC18199","2/15(0)","1945","Oct","05"
"796","07 Oct 1945","Rennes, FranceMilitary - Royal Air Force","Short Stirling IVLJ668","26/26(0)","1945","Oct","07"
"797","13 Oct 1945","Melsbroek, BelgiumMilitary -Royal Air Force","Consolidated LB-30-A LiberatorKL595","31/31(0)","1945","Oct","13"
"798","16 Oct 1945","Near Peking, ChinaMilitary - U.S. Army Air Forces","Curtiss-Wright C-46F-CU44-78591","59/59(0)","1945","Oct","16"
"799","20 Oct 1945","Between Shanghi and Canton, ChinaChina National Aviation Corporation","Douglas C-47?","31/31(0)","1945","Oct","20"
"800","20 Oct 1945","Timor Sea, Atlantic OceanMilitary - Royal Australian Air Force","Douglas C-47BA65-83","25/25(0)","1945","Oct","20"
"801","23 Oct 1945","Near Chiringa, IndiaMilitary - Royal Air Force","Douglas C-47BKJ957","14/14(0)","1945","Oct","23"
"802","24 Oct 1945","Tarapoto, PeruFaucett","Faucett F-19OB-PAG-139","5/5(0)","1945","Oct","24"
"803","30 Oct 1945","Chihchiang, ChinaMilitary - U.S. Army Air Forces","Curtiss-Wright C-46A-CK43-47228","45/50(0)","1945","Oct","30"
"804","01 Nov 1945","Herrenalb, GermanyMilitary - U.S. Army Air Forces","Douglas C-47A-DK42-93041","26/30(0)","1945","Nov","01"
"805","03 Nov 1945","Near Chuka, IndiaMilitary - U.S. Army Air Forces","Douglas C-54G45528A","44/44(0)","1945","Nov","03"
"806","07 Nov 1945","Near Grants, New MexicoNational Skyway Freight Co.","Budd RB-1 Conestoga?","1/3(0)","1945","Nov","07"
"807","08 Nov 1945","Off Corpus Christi, TexasMilitary - U.S. Navy / Military - U.S. Navy","Martin PBM-3S  / Martin PBM-501710 / 69113","22/27(0)","1945","Nov","08"
"808","09 Nov 1945","Near Boccadi, ItalyMilitary - U.S. Army Air Forces","Douglas C-47A-DL42-24363","24/24(0)","1945","Nov","09"
"809","11 Nov 1945","HimalayasMilitary - U.S. Army","Douglas C-54?","44/44(0)","1945","Nov","11"
"810","11 Nov 1945","Near Castel, LibyaMilitary -Royal Air Force","Short StirlingPJ950","29/29(0)","1945","Nov","11"
"811","11 Nov 1945","Near Picinisco, ItalyMilitary - U.S. Army Air Forces","Boeing B-17G43-9197","20/20(0)","1945","Nov","11"
"812","13 Nov 1945","Near Tacloban, PhilippinesAustralian National Airways","Douglas C-48VH-CDC","16/17(?)","1945","Nov","13"
"813","15 Nov 1945","New Britain Island, New GuineaMilitary - Royal Australian Air Force","Douglas C-47 Dakota-DKA6554","28/28(0)","1945","Nov","15"
"814","22 Nov 1945","White's Farm, EnglandMilitary -Royal Air Force","Consolidated LB-30A LiberatorKH126","27/27(0)","1945","Nov","22"
"815","03 Dec 1945","Near Rochefort , FranceMilitary -Royal Air Force","Consolidated LB-30A LiberatorKH125","28/28(0)","1945","Dec","03"
"816","05 Dec 1945","Off the Florida coastMilitary - U.S. Navy","Five Grumman TBM Avengers?","14/14(0)","1945","Dec","05"
"817","08 Dec 1945","Near Billings, MontanaMilitary - U.S. Army","Douglas C-47?","17/21(0)","1945","Dec","08"
"818","18 Dec 1945","Voksenkollen, NorwayMilitary - Royal Air Force","Douglas C-47BKN413","15/17(0)","1945","Dec","18"
"819","25 Dec 1945","Bangui, French Equatorial AfricaAir France","Lockheed 18 LodestarF-BALV","8/8(0)","1945","Dec","25"
"820","25 Dec 1945","Near Dudinka, RussiaPolyarnya Aviatsiya","Douglas DC-3?","10/10(0)","1945","Dec","25"
"821","30 Dec 1945","New York City, New YorkEastern Air Lines","Douglas DC-3NC18l23","1/12(0)","1945","Dec","30"
"822","06 Jan 1946","Birmingham, AlabamaPennsylvania Central Airlines","Douglas DC-3N21786","3/11(0)","1946","Jan","06"
"823","09 Jan 1946","Changchun, ChinaMilitary - Chinese Air Force","Douglas C-47?","18/18(0)","1946","Jan","09"
"824","14 Jan 1946","Near Netrubezh, RussiaAeroflot","Lisunov Li-2SSSR-4150","22/22(0)","1946","Jan","14"
"825","15 Jan 1946","Marseilles, FranceMilitary -Royal Air Force","Douglas C-47 DakotaKN557","23/25(0)","1946","Jan","15"
"826","18 Jan 1946","Cheshire, ConnecticutEastern Air Lines","Douglas DC-3-201ENC19970","17/17(0)","1946","Jan","18"
"827","19 Jan 1946","Crowsnest Pass, Alberta, CanadaMililtary - Royal Canadian Air Force","Douglas DC-3 Dakota?","7/7(0)","1946","Jan","19"
"828","30 Jan 1946","Near Le Mans, FranceMilitary - Royal Air Force","Douglas C-47BKN500","11/11(0)","1946","Jan","30"
"829","31 Jan 1946","Mt. Elk, WyomingUnited Air Lines","Douglas DC-3-194HNC25675","21/21(0)","1946","Jan","31"
"830","05 Feb 1946","Negros, PhilippinesMilitary - U.S. Army Air Forces","Douglas C-47?","20/20(0)","1946","Feb","05"
"831","21 Feb 1946","Charlottetown, PE, CanadaBritish Overseas Airways","Consolidated 32-2 Liberator IIG-AGEM","1/14(0)","1946","Feb","21"
"832","03 Mar 1946","Live Oak Springs, CaliforniaAmerican Airlines","Douglas DC-3-227BNC21799","27/27(0)","1946","Mar","03"
"833","05 Mar 1946","Near Prague, CzechoslovakiaCeskoslovenske Aerolinie","Junkers JU-52/3mOK-ZDN","12/15(0)","1946","Mar","05"
"834","10 Mar 1946","Off Hobart, TasmaniaAustralian National Airways","Douglas DC-3 (C-47DL)VH-AET","25/25(0)","1946","Mar","10"
"835","17 Mar 1946","Near Nanking, ChinaMilitary - Chinese Air Force","??","20/20(0)","1946","Mar","17"
"836","18 Mar 1946","Between Chungking and Shanghai, ChinaChina National Aviation Corporation","?139","?/?(?)","1946","Mar","18"
"837","19 Mar 1946","Hobart Mills, CaliforniaMilitary - U.S. Army Air Forces","Douglas C-47B45-1085","26/26(0)","1946","Mar","19"
"838","23 Mar 1946","Off Ceylon, Cocos Islands, Indian OceanBritish Overseas Airways /Qantas","Avro 691 Lancastrian 1G-AGLX","10/10(0)","1946","Mar","23"
"839","01 Apr 1946","near Craigavad, Northern IrelandRailway Air Services Ltd.","de Hvilland 89A Dragon RapideG-AERZ","6/6(0)","1946","Apr","01"
"840","05 Apr 1946","Rabat, MaltaMilitary - Royal British Navy","Vickers Wellington bomberHE-274","4/4(16)","1946","Apr","05"
"841","08 Apr 1946","Near Shensi, China?","??","14/14(0)","1946","Apr","08"
"842","22 Apr 1946","La Liberiad, NicaraguaTACA","Lockheed 14 Super ElectraAN-ACC","20/21(0)","1946","Apr","22"
"843","30 Apr 1946","Pindi-Khut ,IndiaMilitary - Royal Air Force","Douglas C-47A FZ559","12/12(0)","1946","Apr","30"
"844","10 May 1946","Munson, FloridaMilitary U.S. Navy / Military - U.S. Navy","PBY4-2 Privateer / PB4Y-2 Privateer?","28/28(0)","1946","May","10"
"845","16 May 1946","Richmond, VirginiaViking Air Transport","Douglas DC-3NC53218","27/27(0)","1946","May","16"
"846","22 May 1946","Oslo, NorwayDNL Norwegian Air Lines","Junkers JU-52/3mLN-LAB","13/14(0)","1946","May","22"
"847","01 Jun 1946","Off Amalfi, ItalyMilitary - U.S. Army Air Forces","Douglas C-54-DO (DC-4)44-9078","30/38(0)","1946","Jun","01"
"848","09 Jun 1946","Taboga Island, PanamaMilitary - U.S. Army Air Forces","Douglas C-54D-DC (DC-4)43-17231","23/23(0)","1946","Jun","09"
"849","09 Jun 1946","Near Abeokuta, NigeriaMilitary -Royal Air Force","Douglas C-47 DakotaKG747","18/18(0)","1946","Jun","09"
"850","29 Jun 1946","Off MalayaMilitary - Royal Air Force","Douglas C-47BKJ918","18/18(0)","1946","Jun","29"
"851","29 Jun 1946","Pau, FranceAir France","Junkers Ju-52/3mF-BAJS","2/3(0)","1946","Jun","29"
"852","09 Jul 1946","Holyoke, MassachusettsMilitary - U.S. Army Air Forces","Boeing B17G43-39136","25/25(0)","1946","Jul","09"
"853","11 Jul 1946","Reading, PennsylvaniaTrans Continental and Western Air","Lockheed L-049 ConstellationNC86513","5/6(0)","1946","Jul","11"
"854","13 Jul 1946","Tsinan, ChinaCentral Air Transport","Curtiss C-46?","13/49(0)","1946","Jul","13"
"855","17 Jul 1946","Cuenca, EcuadorANDESA","Curtiss C-46D-10-CUHC-SCA","30/30(0)","1946","Jul","17"
"856","18 Jul 1946","Goodland, KansasMilitary - U.S. Army Air Corps","Douglas C-47?","13/13(0)","1946","Jul","18"
"857","20 Jul 1946","Off the Panama coastMilitary -  (2) U.S. Army Air Forces","Boeing B-17G / Boeing B-17G4485624/4485626","20/20(0)","1946","Jul","20"
"858","25 Jul 1946","Bassein, BurmaMilitary -Royal Air Force","Douglas C-47 DakotaKN585","22/22(0)","1946","Jul","25"
"859","26 Jul 1946","Near Huatesco, Veracruz, MexicoCommunicaciones Aereos de veracruz","Fairchild Pilgrim 100AXA-DEJ","9/9(0)","1946","Jul","26"
"860","07 Aug 1946","Oslo, NorwayBritish European Airways","Douglas C-47A-10-DKG-AHCS","3/16(0)","1946","Aug","07"
"861","09 Aug 1946","Lakehurst, New JerseyAtlantic Central Airlines","Lockheed 18-56 Lodestar?","4/6(0)","1946","Aug","09"
"862","14 Aug 1946","Malta-Luqa, MaltaBOAC","Douglas C-47AG-AGHT","1/5(0)","1946","Aug","14"
"863","20 Aug 1946","Rouen, FranceBritish Overseas Airways","Avro 691 Lancastrian 1G-AGMF","8/9(0)","1946","Aug","20"
"864","21 Aug 1946","Moline, IllinoisTrans Luxury Airlines","Douglas C-47-DLN51878","2/25(0)","1946","Aug","21"
"865","24 Aug 1946","Cairo, EgyptMisrair","Avro AnsonSU-ADJ","6/9(0)","1946","Aug","24"
"866","31 Aug 1946","Near Prince Rupert, British Columbia, CanadaQueen Charlotte Airlines","Supermarine Stranraer (flying boat)CF-BYL","7/7(0)","1946","Aug","31"
"867","03 Sep 1946","Holtug, DenmarkAir France","Douglas DC-3 (C-53D-DO)F-BADB","22/22(0)","1946","Sep","03"
"868","04 Sep 1946","Le Bourget, FranceAir France","Douglas DC-3F-BAXD","20/26(1)","1946","Sep","04"
"869","05 Sep 1946","Elko, NevadaTrans-Luxury Airlines","Douglas DC-3 (C-47-A5-DL)NC57850","21/22(0)","1946","Sep","05"
"870","07 Sep 1946","Bathurst, GambiaBritish South American Airways","Avro 685 York IG-AHEW","24/24(0)","1946","Sep","07"
"871","07 Sep 1946","Nome, AlaskaMt. McKinley Airfreight","Douglas C-47A?","4/4(0)","1946","Sep","07"
"872","15 Sep 1946","Estevan, Saskatchewan, CanadaMilitary - Royal Canadian Air Force","Douglas C-47A Dakota962","21/21(0)","1946","Sep","15"
"873","17 Sep 1946","Brussels, BelgiumSabena","Douglas C-47-DLOO-AUR","1/7(0)","1946","Sep","17"
"874","18 Sep 1946","Near Gander, NewfoundlandSabena","Douglas DC-4-1009OO-CBG","27/44(0)","1946","Sep","18"
"875","19 Sep 1946","Near Tripoli, LibyaMilitary -Royal Air Force","Avro LancasterNX690","25/25(0)","1946","Sep","19"
"876","20 Sep 1946","Lochi Mountain, ChinaChina National Aviation Corporation","Curtiss Wright C-46?","28/28(0)","1946","Sep","20"
"877","25 Sep 1946","Near Hong Kong International AirportMilitary - Royal Air Force","Douglas C-47B-25-DKKN414","19/19(0)","1946","Sep","25"
"878","27 Sep 1946","Near Milngavie, Stirlingshire, ScotlandRailway Air Service Ltd.","de Havilland 89A Dragon RapideG-AFFF","7/7(0)","1946","Sep","27"
"879","27 Sep 1946","Rio Doce, BrazilPanair do Brasil","Douglas DC-3A-228DPP-PCH","25/25(0)","1946","Sep","27"
"880","03 Oct 1946","Stephenville, NewfoundlandAmerican Overseas Airlines","Douglas C-54E-5-DONC90904","39/39(0)","1946","Oct","03"
"881","06 Oct 1946","Off Penang, MalayaMilitary -Royal Air Force","Avro 685 York 1MW125","21/21(0)","1946","Oct","06"
"882","07 Oct 1946","Apeldoorn, The NetherlandsMilitary - Royal Netherlands Naval Air Service","Fairey Firefly MK1PP526","1/1(22)","1946","Oct","07"
"883","08 Oct 1946","Cheyenne, WyomingUnited Air Lines","Douglas DC-4N30051","2/41(0)","1946","Oct","08"
"884","10 Oct 1946","Near Sefrou, MoroccoAir Ocean","Junkers Ju-52/3mF-BCAA","16/16(0)","1946","Oct","10"
"885","17 Oct 1946","Laramie, WyomingNational Air Transport Services","Douglas DC-3NC38942","13/13(0)","1946","Oct","17"
"886","17 Oct 1946","Near Chitral, IndiaMilitary - Royal Air Force","Douglas C-47BKN236","11/11(0)","1946","Oct","17"
"887","23 Oct 1946","Gebel Kalamoun, EgyptSocotra","Junkers JU-52/3mF-BCHD","1/24(0)","1946","Oct","23"
"888","01 Nov 1946","St Leger-la-Montagne, FranceCTA Languedoc Roussillon","AAC-1 ToucanF-BCAD","23/27(0)","1946","Nov","01"
"889","05 Nov 1946","Near Moscow, RussiaAeroflot","Douglas C-47SSSR-L946","13/26(?)","1946","Nov","05"
"890","11 Nov 1946","Cleveland, OhioUnited Air Lines","Douglas DC-3 (C-53D-DO)N19947","2/20(0)","1946","Nov","11"
"891","13 Nov 1946","Lebec, CaliforniaWestern Airlines","Douglas C-53D-DO (DC-3)NC18645","11/11(0)","1946","Nov","13"
"892","13 Nov 1946","Near Cofre de Perote, MexicoEmpressa Commun. Aéreas de Veracruz","Douglas DC-3XA-FOZ","15/15(0)","1946","Nov","13"
"893","14 Nov 1946","Amsterdam, NetherlandsKLM Royal Dutch Airlines","Douglas C-47A-90 DL (DC-3)PH-TBW","26/26(0)","1946","Nov","14"
"894","16 Nov 1946","North Pacific OceanMilitary - U.S. Army Air Forces","Douglas C-47?","23/23(0)","1946","Nov","16"
"895","26 Nov 1946","San Jose, Costa RicaLineas Aéreas Costarricenses  LACSA","Douglas DC-3 (C-47A-90-DL)RX-76","22/22(0)","1946","Nov","26"
"896","30 Nov 1946","El Palomar, ArgentinaFuerza Aérea Argentina","Vickers 620 Viking 1T-1","5/18(0)","1946","Nov","30"
"897","04 Dec 1946","Meshed, IranAeroflot","Lisunov Li-2?","24/24(0)","1946","Dec","04"
"898","10 Dec 1946","Near Osaka, JapanMilitary - U.S. Army Air Forces","Curtiss-Wright C-46F-CU44-78604","24/24(0)","1946","Dec","10"
"899","10 Dec 1946","Toledo, WashingtonMilitary - U.S. Marine Corps","Curtiss-Wright R5C-139528","32/32(0)","1946","Dec","10"
"900","14 Dec 1946","Mt. Banahaur, PhilippinesFar Eastern Air Transport","Douglas DC-3 (C-47-B-1-DK)PI-C-1","12/14(0)","1946","Dec","14"
"901","17 Dec 1946","Caribbean, Atlantic OceanWinged Cargo Inc.","Douglas C-47ANC88876","7/7(0)","1946","Dec","17"
"902","23 Dec 1946","Near Rio de Janeiro, BrazilFAMA (Argentina)","Avro  685 York ILV-XIG","21/21(0)","1946","Dec","23"
"903","24 Dec 1946","Near San Diego, CaliforniaWestern Airlines","Douglas DC-3 ( C-53D-DO)NC45395","12/12(0)","1946","Dec","24"
"904","25 Dec 1946","Near Wusong, Jiangsu, ChinaCNAC","Curtiss C-47?","13/34(3)","1946","Dec","25"
"905","25 Dec 1946","Near Shanghai, ChinaCNAC","Douglas DC-3?","20/30(0)","1946","Dec","25"
"906","25 Dec 1946","Shanghai, ChinaCATA","Douglas C-47?","11/11(5)","1946","Dec","25"
"907","28 Dec 1946","Walshville, IllinoisKansas City Southern Skyways","Douglas C-47ANC58024","2/2(0)","1946","Dec","28"
"908","28 Dec 1946","Near Shannon, IrelandTrans Continental and Western Air","Lockheed 049 ConsellationNC86505","13/23(0)","1946","Dec","28"
"909","28 Dec 1946","Michigan City, IndianaAmerican Airlines","Douglas DC-3 (C-50A-DO)N15577","2/21(0)","1946","Dec","28"
"910","03 Jan 1947","Sao Paulo, BrazilPanair do Brasil","Sikorsky S-43B (flying boat)PP-PBN","11/14(0)","1947","Jan","03"
"911","05 Jan 1947","Tsingtao, ChinaChina National Aviation Corporation","Douglas DC-4XT-T51","38/38(0)","1947","Jan","05"
"912","05 Jan 1947","Carmel, New JerseyNationwide Air Transport","Douglas DC-3N50046","3/23(0)","1947","Jan","05"
"913","11 Jan 1947","Near Lympne, EnglandBritish Overseas Airways","Douglas C-47A-1-DKG-AGJX","8/16(0)","1947","Jan","11"
"914","11 Jan 1947","Off Laoag, ChinaFar Eastern Air Transport","Douglas DC-4 (C-54A-DO)PI-C100","7/42(0)","1947","Jan","11"
"915","12 Jan 1947","Near Galax, VirginiaEastern Air Lines","Douglas DC-3NC88872","18/19(0)","1947","Jan","12"
"916","14 Jan 1947","Near Puebla, MexicoMilitary - Mexican Air Force","Lockheed C-60 Lodestar60-03","21/21(0)","1947","Jan","14"
"917","22 Jan 1947","Puesto Araujo, ColombiaAVIANCA","Douglas DC-3 ( C-47-DO)C-108","17/17(0)","1947","Jan","22"
"918","25 Jan 1947","Croydon, Surrey, EnglandSpencer Airways / Ceskoslovenske Aerolinie","Douglas C-47 / Douglas DC-3VP-YFD/OK-WDB","12/23(0)","1947","Jan","25"
"919","25 Jan 1947","Chongqing, ChinaChina National Aviation Corporation","Douglas DC-3?","19/19(0)","1947","Jan","25"
"920","25 Jan 1947","Hong KongPhilippine Air Lines","Douglas C-47API-C12","4/4(0)","1947","Jan","25"
"921","26 Jan 1947","Copenhagen, DenmarkKLM Royal Dutch Airlines","Douglas C- C47A-30DKPH-TCR","22/22(0)","1947","Jan","26"
"922","28 Jan 1947","Near Hankow, ChinaChina National Aviation Corporation","Curtiss C-46?","25/26(0)","1947","Jan","28"
"923","01 Feb 1947","Near Lisbon, PortugalAir France","Douglas DC-3CF-BAXQ","15/16(0)","1947","Feb","01"
"924","05 Feb 1947","Harrington, DelawareInternational Air Freight","Douglas DC-3NC54451","1/3(0)","1947","Feb","05"
"925","06 Feb 1947","Pedro Bernardo, SpainAerovias Cuba International","Douglas C-54B-15-DONC44567","12/12(0)","1947","Feb","06"
"926","14 Feb 1947","Denver, ColoradoSlick Airways","Curtiss C-46ENC59486","2/2(0)","1947","Feb","14"
"927","15 Feb 1947","Near Bogota, ColombiaAVIANCA","Douglas DC-4C-114","53/53(0)","1947","Feb","15"
"928","15 Feb 1947","Off Terracina, ItalyMilitary - Corrieri Aerei Militari","Savoia-Marchetti SM-95I-ABQH","16/16(0)","1947","Feb","15"
"929","21 Feb 1947","Chungking, ChinaMilitary - Chinese Air Force","Douglas C-47?","21/21(0)","1947","Feb","21"
"930","26 Feb 1947","China Sea, Pacific OceanMilitary - Royal Air Force","Douglas C-47BKK120","12/12(0)","1947","Feb","26"
"931","05 Mar 1947","Near Georgia, USSRAeroflot","Doublas C-47SSSR-1952","23/23(0)","1947","Mar","05"
"932","08 Mar 1947","L'isola di Ischia, ItalyMilitary - Royal Air Force","Douglas C-47BKK122","13/13(0)","1947","Mar","08"
"933","08 Mar 1947","Cordillera, ColombiaVIARCO","Douglas C-47-DLC-400","9/9(0)","1947","Mar","08"
"934","14 Mar 1947","Mt. Moucherolles, FranceAir France","Douglas DC-3 (C-47A-90-DL)F-BAXO","23/23(0)","1947","Mar","14"
"935","17 Mar 1947","Near Medellin, ColombiaTACA","Lockheed 18 LodestarYS-28","8/8(0)","1947","Mar","17"
"936","18 Mar 1947","Negombo, Sri LankaMilitary - Royal Air Force","Avro York C1MW198","11/15(0)","1947","Mar","18"
"937","08 Apr 1947","Near Caracas, VenezuelaLinea Aeropostal Venezolana","Douglas C-47AYV-C-ALO","27/27(0)","1947","Apr","08"
"938","13 Apr 1947","Off Dakar, SenegalBritish South American Airways","Avro 685 York IG-AHEZ","6/15(0)","1947","Apr","13"
"939","22 Apr 1947","Columbus, GeorgiaDelta Air Lines","Douglas DC-3 (C-47DL) /Vultee BT-13N49657 / N55312","10/10(0)","1947","Apr","22"
"940","28 Apr 1947","Near Vancouver, British Columbia, CanadaTrans Canada Air Lines","Lockheed 18 LoadstarCF-TDF","15/15(0)","1947","Apr","28"
"941","03 May 1947","Near Nicoya, Guanacaste, Costa RicaTACA","Lockheed 18 LoadstarTI-84","11/11(0)","1947","May","03"
"942","11 May 1947","Delaware Bay, New JerseyTrans Continental and Western Air","Lockheed L-049 ConstellationNC86508","4/4(0)","1947","May","11"
"943","16 May 1947","Near Khabarovsk, RussiaAeroflot","Douglas DC-47SSSR-LI1048","22/22(0)","1947","May","16"
"944","29 May 1947","La Guardia Airport, Queens, New YorkUnited Air Lines","Douglas C-54BNC30046","43/48(0)","1947","May","29"
"945","29 May 1947","Atsugi, JapanMilitary - U.S. Army Air Forces","Douglas C-54D-DC (DC-4)42-72553","40/40(0)","1947","May","29"
"946","29 May 1947","Hjedinsfjordur, IcelandFlugefelag","Douglas DC-3TF-ISI","25/25(0)","1947","May","29"
"947","30 May 1947","Port Deposit, MarylandEastern Air Lines","Douglas C-54B-15-DONC88814","53/53(0)","1947","May","30"
"948","04 Jun 1947","Near Gemenos, FranceAir France","Junkers Ju-52F-BANB","2/2(0)","1947","Jun","04"
"949","11 Jun 1947","Near Natal, BrazilFlota Aérea Mercante Argentina","Avro 691 LancastrianLV-ACS","5/18(0)","1947","Jun","11"
"950","13 Jun 1947","Leesburg, VirginiaPennsylvania Central Airlines","Douglas DC-4 (C-54-DO)NC88842","50/50(0)","1947","Jun","13"
"951","19 Jun 1947","Al Mayadin, SyriaPan American World Airways","Lockheed 049-46-21 ConstellationNC88845","14/36(0)","1947","Jun","19"
"952","21 Jun 1947","Black Sea, Gulf of KarkinitskyAeroflot","Li-2?","8/29(0)","1947","Jun","21"
"953","01 Jul 1947","Near Eaeka, French CameroonsAir France","Junkers JU-52/3mF-BALF","13/13(0)","1947","Jul","01"
"954","13 Jul 1947","Melbourne, FloridaBurke Air Transport","Douglas DC-3NC79024","14/36(0)","1947","Jul","13"
"955","15 Jul 1947","Vichy ,FranceAero Cargo","Junkers Ju-52/3mF-BCHH","1/19(0)","1947","Jul","15"
"956","16 Jul 1947","Az-Zubair, IranBritish Overseas Airways","Avro 685 YorkG-AGMR","6/6(0)","1947","Jul","16"
"957","25 Jul 1947","Moron, ArgentinaFlota Aérea Mercante Argentina","Avro 685 York ILV-XIH","2/6(2)","1947","Jul","25"
"958","31 Jul 1947","Near Yumen, ChinaMilitary - Chinese Air Force","Douglas C-47?","26/26(0)","1947","Jul","31"
"959","02 Aug 1947","Andes, ArgentinaBritish South American Airways","Avro 691 Lancastrian 3G-AGWH","11/11(0)","1947","Aug","02"
"960","06 Aug 1947","North Pacific OceanMilitary - U.S. Navy","Consolidated PBY-5A Catalina34032","20/20(0)","1947","Aug","06"
"961","08 Aug 1947","New York, New YorkAmerican Airlines","Douglas DC-3CNX88787","3/5(0)","1947","Aug","08"
"962","09 Aug 1947","Malmo, SwedenAB Aerotransport","Douglas DC-3FSE-BAY","1/5(0)","1947","Aug","09"
"963","13 Aug 1947","Bucharest, RomaniaTransporturile Aeriene Romano-Sovietice","Lisunov Li-2YR-TAV","3/3(0)","1947","Aug","13"
"964","21 Aug 1947","Hanksville, UtahSlick Airways","Curtiss C-46ENC59488","3/3(0)","1947","Aug","21"
"965","23 Aug 1947","Bahrain, Persian GulfBritish Overseas Airways","Short Sandringham 5 (flying boat)G-AHZB","10/26(0)","1947","Aug","23"
"966","28 Aug 1947","Harsiad, NorwayNorwegian Airlines","Short Sandringham (flying boat)LN-IAV","35/35(0)","1947","Aug","28"
"967","08 Oct 1947","Near El Paso, TexasAmerican Airlines","Douglas DC-4NC90432","0/54(0)","1947","Oct","08"
"968","14 Oct 1947","Ocean, 800 miles east of NewfoundlandAmerican International Airways","Boeing 314A NC18612","0/69(0)","1947","Oct","14"
"969","16 Oct 1947","Off Cartegena, SpainSociete Aerienne du Littoral","Bristol 170 Freighter IF-BCJN","41/43(0)","1947","Oct","16"
"970","16 Oct 1947","Sylva, North CarolinaStratofreight","Douglas DC-3?","3/3(0)","1947","Oct","16"
"971","24 Oct 1947","Bryce Canyon, UtahUnited Air Lines","Douglas DC-6NC37510","53/53(0)","1947","Oct","24"
"972","26 Oct 1947","Near Mt. Hymettus, GreeceAB Aerotransport","Douglas DC-4-1009SE-BBG","44/44(0)","1947","Oct","26"
"973","26 Oct 1947","Annette Island, AlaskaPan American World Airways","Douglas DC-4ANC88920","18/18(0)","1947","Oct","26"
"974","31 Oct 1947","Near Srinagar, IndiaMilitary - Royal Indian Air Force","Douglas C-47BM1965","25/25(0)","1947","Oct","31"
"975","02 Nov 1947","Off Barrio Rizal, PhilippinesPhilippine Air Express","Douglas DC-3?","5/5(0)","1947","Nov","02"
"976","11 Nov 1947","Gallup, New MexicoAmerican Airlines","Douglas DC-6NC90741","0/25(0)","1947","Nov","11"
"977","13 Nov 1947","Near Bouchox, FranceSociété Auxiliare de Navigation Aérienne","Junkers Ju-52/3mF-BDYH","2/2(0)","1947","Nov","13"
"978","18 Nov 1947","Newcastle, DelawareTrans Continental and Western Air","Lockheed L-049-46-26 ConstellationNC86507","5/5(0)","1947","Nov","18"
"979","18 Nov 1947","Ravello, ItalyTrafik-Turist-Transportflyg","Bristol 170 Freighter XISE-BNG","20/25(0)","1947","Nov","18"
"980","21 Nov 1947","Phouznicie, RomaniaTARS","Lisunov Li-2YR-TAI","13/26(0)","1947","Nov","21"
"981","27 Nov 1947","?China National Aviation Corporation","Douglas DC-3?","2/3(0)","1947","Nov","27"
"982","27 Nov 1947","Montenegrin Mountains, YugoslaviaJAT Yugoslav Airlines","Douglas DC-3YU-ABC","22/22(0)","1947","Nov","27"
"983","27 Nov 1947","Yakutat, AlaskaColumbia Air Cargo","Douglas DC-3CNC95486","13/13(0)","1947","Nov","27"
"984","28 Nov 1947","Near Trappa, ItalyMilitary - U.S. Air Force","Douglas C-47B43-48736","20/20(0)","1947","Nov","28"
"985","30 Nov 1947","Seattle, WashingtonAlaska Airlines","Douglas C-54ANC-91009","8/28(1)","1947","Nov","30"
"986","10 Dec 1947","Near Goose Bay, LabradorMilitary - U.S. Air Force","Douglas C-54D-DC (DC-4)42-72572","23/29(0)","1947","Dec","10"
"987","11 Dec 1947","Near Memphis, TennesseeMilitary - U.S. Air Force","Douglas C-47-DK44-76366","20/20(0)","1947","Dec","11"
"988","18 Dec 1947","Krasnoyarsk, RussiaAeroflot","Ilyushin IL-12L-1343","9/25(0)","1947","Dec","18"
"989","23 Dec 1947","Kunming, ChinaAir Transport","Short  S-29 Stirling VOO-XAC","25/30(0)","1947","Dec","23"
